essay_id,topic_heuristic
8e9493f,driverless
56ead59,driverless
4215a86,venus
31b203a,electoral
d15e743,facial_emotion
31fe4d7,seagoing
b3d4cd0,venus
0ea0f0d,seagoing
829dcfb,driverless
97fc71d,other
fdeac71,mars_face
5f53317,driverless
a1439be,car_usage
f06c330,venus
20f1f55,mars_face
e57467e,mars_face
c783ce5,venus
18acc14,seagoing
6e2aa67,mars_face
23f2def,facial_emotion
b08b18e,car_usage
ff2c0ba,venus
53c32da,driverless
9991cf0,seagoing
a32a4c1,other
e265aa8,seagoing
a82d5e7,mars_face
ca164e9,mars_face
1423619,mars_face
72b76b5,seagoing
53b8c98,driverless
e036b6a,facial_emotion
e91beca,venus
da53428,venus
341cf30,mars_face
1f7cf56,facial_emotion
768dd33,seagoing
1792c42,facial_emotion
fafaa91,driverless
9d104b5,venus
887d39d,car_usage
70a17a9,driverless
6fe9ea7,car_usage
8d3822e,venus
ac7467b,electoral
f3e38db,facial_emotion
d825770,driverless
8dbbb38,mars_face
286282f,electoral
6093fe0,venus
1429ab3,car_usage
79f7075,facial_emotion
c75f7b4,other
af4b7f5,car_usage
7bf7800,venus
2c0db08,venus
b31ef08,venus
c7fa2e7,driverless
9d5d994,other
18397b4,facial_emotion
5587aec,seagoing
3532621,other
19b293c,car_usage
7d62b53,seagoing
1c84510,other
30f0911,facial_emotion
31a4f01,other
f6f4429,facial_emotion
ef42b06,venus
e4cde6a,electoral
77b1295,electoral
4b131e2,electoral
b033285,seagoing
6c4019a,driverless
1763449,mars_face
be4c667,seagoing
722827a,facial_emotion
6c96e47,mars_face
3e2ab80,seagoing
0595f5d,facial_emotion
d3cc1d2,other
b137988,car_usage
6988509,facial_emotion
b575740,electoral
cf8b2df,venus
1d50ef4,mars_face
f374aad,venus
f6e5cd0,driverless
2cccea4,driverless
3e4589a,venus
b5ffb8f,mars_face
36ff4b3,driverless
093da21,facial_emotion
03f8d0e,other
f1a7395,other
8cfbbc9,electoral
5992b7b,seagoing
6e1111f,driverless
c26de91,car_usage
c85a60e,car_usage
43baa23,electoral
23d7e8f,seagoing
963aa9d,mars_face
ccc1098,mars_face
19a2117,mars_face
a7cc31c,facial_emotion
d020bab,venus
eefd389,facial_emotion
dddc521,facial_emotion
c559d42,car_usage
22f1552,venus
afe48e0,facial_emotion
7546cf9,mars_face
ec228d8,seagoing
efc14af,driverless
cb2b378,venus
0c6cdfe,mars_face
84f61b7,mars_face
ebd0e73,mars_face
9a0a834,venus
417ecc3,venus
f265ba4,car_usage
a7bde28,seagoing
37b999d,mars_face
74706c5,mars_face
c90a358,facial_emotion
038fd62,facial_emotion
c48368f,venus
9940cc1,venus
44e4879,facial_emotion
c85920b,driverless
a188416,facial_emotion
a3d4bfd,seagoing
0f50ec4,facial_emotion
652479e,mars_face
d2b9b8d,other
25e7fcb,car_usage
50d9fe2,facial_emotion
0e54efc,driverless
373fb48,driverless
b092ece,venus
37b0331,venus
81ee842,facial_emotion
79a09b9,car_usage
c07ddfb,other
4a8be70,electoral
a27c3a7,seagoing
8bfa298,driverless
08fa0b3,facial_emotion
390ba85,facial_emotion
461b4ab,venus
e70d68a,seagoing
afc9a75,driverless
b6e3a7c,seagoing
38562a0,venus
042b0cd,electoral
4c20541,electoral
aeb4515,facial_emotion
1723e93,driverless
0608495,other
a034266,car_usage
0890d0b,driverless
dd841ba,seagoing
fa94664,car_usage
573c091,electoral
373b14e,venus
376021a,facial_emotion
c881343,venus
7648ff4,venus
25e3cc1,mars_face
fc19ca6,facial_emotion
47dc56f,electoral
2c90891,car_usage
d80032d,facial_emotion
5f3aa4a,driverless
66948f1,electoral
0155be4,driverless
41eb4a6,driverless
30f1b0b,venus
721a732,driverless
3b80a89,car_usage
bde5adf,seagoing
2bd6f85,driverless
822846d,electoral
699c331,driverless
a6526c3,car_usage
e53f0de,electoral
940c51e,venus
3ead430,facial_emotion
c6a39e7,driverless
1c5210a,car_usage
51b839f,electoral
aedc5c8,driverless
2aeff1e,seagoing
29fe49b,seagoing
6696a2f,venus
4d8bb17,mars_face
bcf6955,venus
2fff491,venus
5819ded,other
139293a,other
46970c2,driverless
c9147bd,electoral
a10c56b,electoral
dd8802c,electoral
95f7700,facial_emotion
11c06e0,mars_face
f477e87,driverless
f042fc9,venus
47ac3aa,other
2feed4e,other
7044865,car_usage
fb59909,seagoing
27da61e,mars_face
13d1196,other
907365b,other
3ab8183,seagoing
be08bc8,driverless
92a3030,venus
549c5cc,electoral
26d67e1,mars_face
3310eaf,venus
fd9c2e1,mars_face
47887b6,venus
584ba4a,driverless
b05fcf7,venus
ea5dcff,seagoing
447ba4f,mars_face
6744a28,facial_emotion
f5e13c2,venus
65a3906,venus
dfcd14b,driverless
7e09846,mars_face
c250ef0,other
80bb922,venus
c312f80,facial_emotion
1e96953,driverless
3781369,electoral
cab5c96,electoral
31d8391,venus
18a1958,electoral
66967ca,electoral
d5d6065,other
6b207f2,facial_emotion
930ab5f,mars_face
69ef9eb,other
66a1a71,other
6fc0e42,driverless
fc7b015,mars_face
966c0af,facial_emotion
eaab74e,seagoing
1e54a02,facial_emotion
d1c17f7,seagoing
e573505,facial_emotion
a226459,driverless
e011069,electoral
0459116,electoral
8bc26eb,driverless
7f318e4,mars_face
37a6cf0,venus
9454d53,driverless
4963bde,electoral
ba4d6d2,facial_emotion
b3e4c3a,driverless
b8f5028,electoral
6954731,car_usage
3b163b8,driverless
2db61c7,facial_emotion
b11462a,electoral
0329d02,driverless
8823cc2,car_usage
77cb526,facial_emotion
e7418e4,electoral
b7e84c0,facial_emotion
c98a9ba,venus
bc66a2f,venus
b33c427,venus
3cdb2c8,venus
6751494,venus
b3cc7c1,facial_emotion
a806bc5,electoral
b246ab3,facial_emotion
920d8da,car_usage
87705ae,driverless
68c3908,mars_face
28d7776,venus
4078d46,mars_face
57733f5,facial_emotion
fa09542,venus
a0f4aea,seagoing
b6c8874,facial_emotion
9389e5b,facial_emotion
7a9cd44,electoral
eb68c0c,seagoing
cbe244c,facial_emotion
91273c3,electoral
58f5eb3,driverless
b5608ce,venus
5970470,facial_emotion
4794787,driverless
aa66e68,seagoing
8c4fbfd,car_usage
06730ad,seagoing
e5a2fc0,venus
535617f,seagoing
e2aaf65,electoral
3c88c11,venus
2cf189d,car_usage
cc2b68c,venus
4469515,driverless
710f583,driverless
5904738,other
5dcd034,electoral
0687af4,driverless
29def82,driverless
2c71277,driverless
7103cd4,driverless
d1568dc,mars_face
dfcaa20,seagoing
a351a3f,electoral
fe2a9ca,seagoing
00aa6de,other
b7fd893,electoral
e502553,electoral
5a4758c,driverless
a814db6,seagoing
8e90a33,mars_face
fed7163,mars_face
1576626,driverless
0e0ef1b,venus
c710937,driverless
11fa7e9,facial_emotion
eda6cd8,mars_face
de28be3,facial_emotion
b98ed7f,venus
e49ef08,seagoing
f454eaa,venus
2280d47,venus
6b51c4c,driverless
7b65be9,mars_face
fb2d7ce,electoral
45ba8eb,car_usage
1a714d1,facial_emotion
883dcf7,seagoing
cc1b64a,mars_face
e731a0d,facial_emotion
1c388f0,car_usage
9dc468e,venus
8626564,mars_face
4795aab,electoral
8d8a13e,venus
07ca280,electoral
230cf75,driverless
8549366,mars_face
83b079f,driverless
781b2d3,other
1952ebf,facial_emotion
c155b60,driverless
6564a7c,mars_face
c10b82e,venus
b602165,seagoing
1180164,venus
e1554c4,seagoing
ac0d6e4,car_usage
2579053,venus
35b8026,venus
cd4a80f,driverless
a2082ba,facial_emotion
495da32,mars_face
6f74878,driverless
a441149,other
dbfb38b,other
d61ba63,venus
adbaac9,driverless
09e971b,facial_emotion
57c0651,driverless
e07e781,venus
f552c79,car_usage
7883641,venus
c6ba9b3,driverless
2b082c1,driverless
308e4ca,driverless
7036074,facial_emotion
11c28e1,driverless
9c28fb0,seagoing
74a0072,seagoing
02a7cff,facial_emotion
cce77c3,facial_emotion
dd9ca3f,seagoing
775ee7f,venus
32d8fd8,venus
218e1e6,seagoing
26479a8,driverless
4bb8c9c,car_usage
cf521a2,electoral
184d83c,driverless
1e18757,seagoing
3986e5a,electoral
758f833,venus
054b8f9,venus
b8a49b0,mars_face
9713de0,facial_emotion
af388ed,seagoing
0b47a00,electoral
96d4e62,facial_emotion
0e92d4a,car_usage
aebd3a5,seagoing
58206bb,seagoing
c7430fd,electoral
7c5cc40,venus
6e41a57,facial_emotion
9f4170d,facial_emotion
2823575,other
89c32d6,driverless
c579dd1,driverless
90bba6c,driverless
89db6cc,mars_face
1f4513c,driverless
e272e4a,venus
90d5310,other
0286af8,other
2530fb7,facial_emotion
c8ad17b,mars_face
ccb13fd,venus
9f16331,mars_face
ae807e5,mars_face
8ceea76,seagoing
cd0deb2,driverless
649bc2d,seagoing
8531c68,other
6c309ce,seagoing
15b2b88,other
2cc2a54,facial_emotion
36d9eea,driverless
ba30fe9,venus
5810ac1,driverless
86f42c8,car_usage
5edd221,electoral
3793f1a,venus
fb4bfd8,mars_face
f7c3c56,seagoing
eebc4eb,mars_face
b14f68a,facial_emotion
3fc6349,driverless
77c5de3,facial_emotion
a55b2d1,venus
86facf7,seagoing
393b2fb,driverless
6eb71fc,venus
15c0b38,facial_emotion
8b7362b,electoral
62665d9,driverless
0639535,electoral
8bf170a,venus
d51d3e0,driverless
c1ee065,car_usage
1216143,seagoing
f8cf83c,car_usage
6e89a9f,venus
866e250,driverless
2ed15ef,driverless
9b876bf,driverless
408e427,electoral
9d05411,driverless
715a7f6,seagoing
7203d3b,driverless
6fd2b7b,facial_emotion
ad04e66,facial_emotion
57fa317,venus
c651ee9,facial_emotion
bfec395,driverless
effde3e,venus
0e47da5,other
b5de127,seagoing
99f3568,mars_face
87a9020,venus
d1254f4,driverless
25df534,facial_emotion
0bea5df,driverless
903f1ba,seagoing
dfde4fc,electoral
e9b83ee,venus
2ba1e02,driverless
7b7e5ba,facial_emotion
54b7156,driverless
a10dc66,other
d5a1bcc,electoral
86d1cf4,driverless
2baa048,driverless
2062bda,seagoing
a727549,venus
928433e,electoral
2f82ef0,mars_face
3c22d23,seagoing
7e86c35,facial_emotion
8fb3a5c,electoral
287ed5e,electoral
ee1d27b,venus
c0bea40,car_usage
64573a3,driverless
c19ee85,venus
4d87a5d,facial_emotion
8b885de,electoral
498d8cc,car_usage
e74222f,facial_emotion
dc84e92,seagoing
2630ecd,driverless
530a4d7,seagoing
1a0971f,driverless
94dfe02,facial_emotion
894060d,facial_emotion
50aa92e,driverless
64b2315,car_usage
150d3d6,driverless
6bd8e65,seagoing
22d9b4a,driverless
1a229bc,mars_face
c9e31fe,facial_emotion
51ea10a,electoral
43c598e,venus
65f10df,facial_emotion
7373a64,venus
80596c6,mars_face
dca00b7,venus
2d9517a,driverless
4eb357c,seagoing
dcf06e8,electoral
e9a2fca,mars_face
28070d2,venus
9c72dba,driverless
77e0ab1,mars_face
bd4b534,facial_emotion
2009f18,facial_emotion
d9f6fd6,facial_emotion
15487ff,electoral
e1486c8,other
8c28801,seagoing
a444be0,venus
95285d8,mars_face
9b94476,car_usage
45310cd,venus
99cacc1,seagoing
3bd47c0,car_usage
75b5154,venus
f2ba5e3,venus
cb73756,driverless
b256b1b,driverless
3bc685b,car_usage
a329f9d,driverless
2fa5e2a,mars_face
85ec1a2,seagoing
750d989,venus
15ee7ec,driverless
a83ba4f,facial_emotion
1d14fc4,facial_emotion
e614122,electoral
26bc38a,facial_emotion
bf2b842,car_usage
970d9ec,driverless
079b107,car_usage
a44c5ec,facial_emotion
9a54873,seagoing
75b73b8,driverless
24fc7ae,seagoing
602c8bb,electoral
8c07a5f,driverless
04d0713,electoral
5bf3e0d,venus
09e2b3e,seagoing
acb9243,facial_emotion
acf38f8,car_usage
08dcd91,facial_emotion
1649f13,driverless
e0688dd,electoral
f4dce53,facial_emotion
a43fd9e,facial_emotion
3f8ee4b,mars_face
3306441,venus
0e86176,driverless
2705967,car_usage
e02fb94,facial_emotion
32f658f,venus
52ebac3,other
284d362,seagoing
c5f6c71,mars_face
f23d471,car_usage
6b9febe,car_usage
1c36085,electoral
24c8a88,facial_emotion
29aa983,venus
557a81f,mars_face
078120d,venus
a7d63d1,other
91f2d1b,venus
256a191,seagoing
f151226,electoral
c838d4c,driverless
85dedad,facial_emotion
00e3edb,venus
54a4e88,mars_face
eebeb6e,electoral
ea4f708,driverless
954fc01,venus
0d7b70d,facial_emotion
29705a1,venus
6ca9542,electoral
5ab7db3,car_usage
124b5f9,car_usage
9fe42f3,facial_emotion
af5819f,venus
786b550,mars_face
ddd1900,driverless
1710770,car_usage
3df3c06,driverless
e922094,facial_emotion
da1c207,car_usage
c262f42,driverless
dd43138,driverless
a54fa0a,mars_face
71208a0,venus
9c306ee,electoral
0966167,facial_emotion
9db3db7,seagoing
d809e7a,mars_face
b9df9cd,driverless
bbea6c5,facial_emotion
c28e6b8,mars_face
73599a7,seagoing
dc6cc6d,car_usage
2836ae3,driverless
87e6129,mars_face
4f4cefa,other
f452054,facial_emotion
f12d457,mars_face
c4220dd,facial_emotion
2f5cf60,seagoing
45630fd,venus
4e5c010,car_usage
bce3407,driverless
0d96d4e,facial_emotion
24ce1cb,driverless
a79494d,driverless
322a5bf,car_usage
ec74743,seagoing
27e6dd8,driverless
cc54cd6,driverless
2187f01,seagoing
81c3e64,car_usage
4c2c258,seagoing
dacd0d3,venus
0105e2e,mars_face
36f6d67,driverless
8ab659a,facial_emotion
d0fdfd2,driverless
08cd1b8,mars_face
1f4fabd,venus
cb3376d,mars_face
b34c604,driverless
f0dbf6b,driverless
a56d095,driverless
532e10b,facial_emotion
191f567,car_usage
6c9fb6f,electoral
10ebd3c,mars_face
9f5fa28,seagoing
f6e4a7f,electoral
693ed63,driverless
7360fc3,other
49023dc,seagoing
5f16b8a,venus
cbdb095,facial_emotion
910482c,other
ac1cb0c,driverless
db6bf94,seagoing
7f9b49f,venus
6a30fc8,driverless
5a3d282,venus
6c6efec,electoral
995d95c,venus
7660c7a,other
ebb5004,venus
f292c00,driverless
f47f7fb,venus
fe39a48,other
ea26dc4,electoral
df46087,car_usage
5ab9d2e,mars_face
512b12f,electoral
6357fcf,other
4d6ebc9,seagoing
dcd9634,venus
7209743,mars_face
76f7d05,mars_face
54a4c00,venus
a65543a,electoral
bf5428a,car_usage
1d4f21d,electoral
a377301,car_usage
a86412f,venus
99d4eb9,mars_face
096aa1c,other
8a90194,car_usage
92388d3,venus
aef0757,seagoing
43c6f9b,facial_emotion
82eec16,venus
8a932e3,car_usage
7d1c31d,other
87df675,venus
66bc323,venus
928e5bf,car_usage
283dd5f,other
7959082,venus
93732d2,driverless
b8cc468,driverless
8b7d41f,electoral
969205c,driverless
c8bf3bc,seagoing
0151c0f,mars_face
256ce94,seagoing
7a9384c,seagoing
23d44f9,facial_emotion
ba4f724,venus
a236f49,electoral
ec8005a,car_usage
79966fb,mars_face
ad66e8e,mars_face
e48707a,mars_face
3dbe4c6,venus
94280f2,driverless
a02b877,driverless
8d625bf,mars_face
8166d77,facial_emotion
beaaa47,venus
4dd14fc,facial_emotion
2d2e355,venus
3f300cc,facial_emotion
ef0a7a3,venus
330675b,electoral
f0a7a09,electoral
a3727fc,facial_emotion
112723e,car_usage
d23d911,mars_face
8994e37,other
67151ff,venus
6d2adc4,mars_face
71845df,other
750b478,seagoing
d4c78e7,mars_face
c67fbd3,other
8b9aea0,car_usage
2fefa3b,driverless
71956aa,venus
5b1dea8,driverless
ac90f1b,seagoing
8ea0a22,seagoing
2365387,electoral
4061085,driverless
d08b141,car_usage
ad644f3,venus
14afb00,electoral
25811d9,driverless
cc266ee,facial_emotion
0912e51,seagoing
b6945f7,venus
b6352d7,facial_emotion
e68f64d,car_usage
509edaa,venus
da85290,venus
d42a4ac,mars_face
7e0b6af,car_usage
7a0b369,driverless
f285fe2,seagoing
add5865,seagoing
0516f28,car_usage
0226250,driverless
c2b5ab0,electoral
9019f5b,driverless
bb66f48,electoral
defa1cc,electoral
f437d49,facial_emotion
a8675e4,facial_emotion
d46aa2a,mars_face
7617705,venus
609b8b9,other
e22df36,seagoing
bd91400,driverless
54154e6,driverless
3b02e51,other
7035dc2,seagoing
acc5ef8,venus
b88c3b5,venus
a57fd78,mars_face
6cd8a38,venus
319d75e,car_usage
d5ea90f,venus
c893ec0,car_usage
1b43b9e,facial_emotion
ae0e8ef,facial_emotion
eec45e2,venus
021271e,venus
12489e3,mars_face
91506ed,electoral
7036f2d,venus
090c52d,electoral
44eb982,mars_face
443672b,other
8435ac2,venus
c68a3c9,driverless
72f0594,electoral
c69f642,venus
104ebd4,venus
fa3ffaf,driverless
b209a7f,facial_emotion
93ef0d8,car_usage
5700ff4,facial_emotion
a332888,other
c92dce5,other
4337759,driverless
0e233ca,mars_face
fe78ad2,driverless
bcb1ec7,venus
abd70b9,seagoing
e8d2ce4,driverless
dd9b0f0,electoral
c33893b,seagoing
9e83f64,driverless
299a003,electoral
c183c9c,electoral
d11f475,venus
5852b0c,car_usage
6b20789,venus
c38cf59,venus
65b060f,driverless
80c6855,mars_face
919a690,other
56fcc78,facial_emotion
10be9c6,seagoing
26c493a,mars_face
37e110f,facial_emotion
db7ce90,facial_emotion
d0fac48,car_usage
32d6a9c,car_usage
77298de,car_usage
c9eaef7,other
22ba4b2,electoral
7d11870,electoral
3a8b10d,driverless
b8ee42c,driverless
b5bd747,venus
ae7dc92,driverless
8521413,electoral
8c35402,electoral
14bec6e,driverless
212f1e9,facial_emotion
0f247b7,driverless
d507ed3,other
8d1c468,facial_emotion
4408754,mars_face
d53934b,facial_emotion
8fd287f,venus
2cb191e,venus
7b0bb8f,car_usage
c487f64,electoral
c04225a,electoral
f99f8c7,driverless
d7fd73d,car_usage
9638825,car_usage
5649ce7,seagoing
f2e0731,facial_emotion
9f988da,car_usage
1d8869d,seagoing
ad11bff,other
1bf4ba6,facial_emotion
42c06b3,driverless
7ad05e0,driverless
8109b66,seagoing
e112df6,venus
7813ea7,driverless
e897b21,mars_face
af9e3fd,driverless
9469de5,car_usage
72daa06,facial_emotion
e8c4fce,mars_face
ff44d61,venus
20bf31c,venus
abd3b0b,facial_emotion
5196465,mars_face
783f267,car_usage
a752c11,facial_emotion
6640d05,facial_emotion
a28f423,seagoing
04d409d,driverless
71d8782,venus
f89a159,mars_face
05fa43a,facial_emotion
9a6daae,driverless
e1b50d7,seagoing
17d3737,venus
b821bd2,electoral
b06624a,seagoing
b8bff70,driverless
f7860d2,other
7f0cbfd,other
af0b4d5,other
eb828bd,venus
46be9c7,venus
cd3902f,seagoing
b5b8a2a,mars_face
31c49e5,driverless
2b491f4,electoral
c7238b0,driverless
9dde278,facial_emotion
51fd470,other
4f63fb6,venus
03ffbb2,car_usage
bfb039b,venus
d7e4bda,car_usage
863da41,driverless
098d10a,venus
8ae14a9,car_usage
4fce0ed,car_usage
1829b0f,driverless
a19d424,driverless
68f7f6e,mars_face
93d44b9,driverless
3ffd355,seagoing
21133d1,venus
b299795,car_usage
6cfd94f,driverless
716b63f,mars_face
7bc3482,electoral
eb75b33,facial_emotion
a7875a6,facial_emotion
7617ff3,venus
9a40be1,mars_face
7561d85,other
33fd8e1,other
391f6fa,electoral
5efaf31,venus
9cd5951,electoral
ea436e2,seagoing
19518a6,venus
b9425e5,facial_emotion
fee4774,car_usage
d683a92,facial_emotion
ad0262a,driverless
b5a1979,driverless
45373dc,facial_emotion
bc02829,electoral
7ab9574,venus
0cf8c55,seagoing
7874eeb,car_usage
9b7b295,mars_face
ec37599,electoral
e82deeb,electoral
fdd251e,driverless
52f452e,electoral
e5206d7,seagoing
c1aec49,mars_face
897cac7,venus
8a242ae,other
1a14e33,driverless
dbad9f3,car_usage
8769deb,seagoing
ff4bcd5,driverless
f1a54d4,mars_face
3a7a186,venus
36523ec,driverless
eea5e34,seagoing
2e6c099,mars_face
b1612e0,seagoing
f4f2f12,mars_face
301c5a5,mars_face
3f892e1,driverless
bbd6f66,seagoing
d5081a7,mars_face
c62d306,electoral
4e85bd3,mars_face
a12cb0a,driverless
3d100f8,driverless
1a57ee0,mars_face
b52cc68,driverless
7b823fe,electoral
62bc176,mars_face
bf24abd,electoral
48f4678,venus
4458086,electoral
7af26d3,electoral
7e05e3b,other
fe0aea3,driverless
a688b7a,driverless
5a3eba0,car_usage
0c9029c,seagoing
fe52b79,venus
811c907,driverless
47d6008,car_usage
b16cd75,electoral
4a2334e,electoral
0da70c3,venus
9d48bc5,facial_emotion
3bcd4b3,facial_emotion
3a79c7f,car_usage
e2d0be6,electoral
67395cf,facial_emotion
80e35ee,electoral
662abe5,driverless
4057621,facial_emotion
19c4c74,seagoing
9b2d996,seagoing
7beb5b6,facial_emotion
d2d0ad7,driverless
ec32da2,car_usage
9b47d83,facial_emotion
c5a5c3b,seagoing
6a5d75d,facial_emotion
323cdd6,venus
e471f5a,driverless
d119e87,car_usage
6a7a8ef,car_usage
94d6290,driverless
40aaa0e,electoral
f0e0674,seagoing
18c3c09,mars_face
9d79792,facial_emotion
4649053,electoral
d66cdbe,seagoing
23f176c,facial_emotion
5290f9d,car_usage
7ec3069,car_usage
610d03b,facial_emotion
b882670,other
dd1c507,driverless
51d14d3,electoral
f389a4c,other
bfaad32,facial_emotion
3074cde,seagoing
e4f6f94,driverless
01ec06b,electoral
b42fc25,mars_face
43fc657,car_usage
7c76079,seagoing
349f3b8,electoral
1ac3740,venus
0c02064,driverless
44e88b0,mars_face
ae8766b,driverless
e8faa39,seagoing
bdd54af,facial_emotion
9d1a448,electoral
3f02e1c,venus
fef1e50,facial_emotion
acf3b94,driverless
4bcd05d,driverless
d50b813,venus
d61378e,mars_face
27e155e,venus
df0a3ec,electoral
7061185,driverless
f281512,other
1d7c97a,driverless
93c1334,electoral
bf84e83,venus
9c64a04,electoral
e9115fb,venus
53b8ebf,venus
9301f78,mars_face
6db3435,venus
1418cf5,electoral
e1c7ab2,car_usage
87d2a83,facial_emotion
06d32ab,seagoing
3644611,facial_emotion
1c80539,seagoing
3c87dc2,venus
d2e169d,venus
39d96a1,electoral
96addd4,driverless
52504c7,driverless
c2ebc90,facial_emotion
1f5d349,venus
d25d977,mars_face
f7c62d8,venus
d991ec4,seagoing
e338a4c,driverless
f0178dd,driverless
04ef8ff,driverless
b815e6f,facial_emotion
305bda4,other
9ea622e,car_usage
d93507a,seagoing
445fe77,mars_face
c680658,seagoing
f8b68e8,car_usage
a1cd4ce,car_usage
4180c40,mars_face
95eb489,electoral
e8ce1b0,electoral
f23935a,electoral
587411b,driverless
cb5293e,venus
037ac1f,driverless
3b3df14,venus
561e47d,mars_face
031bbb0,other
3c8bd10,seagoing
9406d8d,mars_face
e9c55a9,electoral
a1b24c3,electoral
247f18e,driverless
e63e0bf,electoral
716b03a,facial_emotion
c221707,venus
177d6f6,driverless
4d4b577,venus
323c0b8,facial_emotion
37c61d1,mars_face
f7c06a5,seagoing
ebff20e,electoral
4446626,venus
5f49ea6,car_usage
0f8c08a,electoral
223b86d,mars_face
7664b2d,facial_emotion
23b5db1,other
a057d58,mars_face
1ed0f53,facial_emotion
2792d0f,driverless
fea267a,driverless
b9f8f54,car_usage
04defeb,mars_face
bbbd46b,seagoing
6579a27,venus
7d72685,other
4df7e4e,car_usage
ddc1cdd,mars_face
e4df2a6,driverless
0e78aef,mars_face
9d3da12,seagoing
da0a649,mars_face
d2373ef,seagoing
22b89af,car_usage
e476e48,mars_face
fc17862,seagoing
29edcfa,other
03afc1e,facial_emotion
dffdcdd,seagoing
4f3b6dc,electoral
336f368,driverless
ad789c5,driverless
81a1bfb,electoral
1bd9707,electoral
535dda0,venus
a3f2c8f,seagoing
e3f99d1,facial_emotion
fece07e,driverless
2676d1f,driverless
4834d5d,seagoing
43c6947,driverless
33f68cf,facial_emotion
d298559,venus
f02836d,facial_emotion
7a2b44a,car_usage
94848c8,seagoing
c3b3b4b,electoral
90d7a84,driverless
736f95b,other
9e2113a,mars_face
05b0858,venus
a9296c5,venus
3d441b0,facial_emotion
da34069,facial_emotion
16cfecb,other
9b84ec0,driverless
85af2b9,car_usage
25d53c6,venus
f7c9ffb,venus
1259ea4,seagoing
4fed77e,facial_emotion
8ea97f1,car_usage
6a92849,venus
5148d30,facial_emotion
b4e02d9,car_usage
35fd114,facial_emotion
83929a3,driverless
ba93660,facial_emotion
222659a,other
c89eda8,driverless
0fa92b4,mars_face
070faae,facial_emotion
67c0531,car_usage
2a7701b,driverless
bd6185f,venus
1b92860,seagoing
03dc26a,facial_emotion
d358b72,driverless
7c47a9c,driverless
8882d49,mars_face
624a904,driverless
9dc6cd2,facial_emotion
99120c9,driverless
0ae3894,driverless
2bc341e,other
a955a53,electoral
4f86aed,electoral
8ede676,other
2edae7a,seagoing
95bd900,venus
426ddb6,electoral
d7203b6,facial_emotion
d5dc915,mars_face
c03c5de,driverless
e5f3160,driverless
6ba40d5,facial_emotion
3ccf356,facial_emotion
6f65423,venus
a875a8e,electoral
cf44547,electoral
fd86eb2,facial_emotion
f2640ea,venus
eda4388,seagoing
71a1944,facial_emotion
7d34dd4,facial_emotion
6b07f61,seagoing
bc89849,venus
47812b1,venus
8d0350d,driverless
f4f6bf2,car_usage
1c139c1,car_usage
6289b2c,car_usage
0760f30,driverless
eac6509,car_usage
26de96d,facial_emotion
f59c21c,seagoing
bd25752,facial_emotion
95e6b7a,driverless
a7f685b,mars_face
cdd506f,driverless
811be0e,car_usage
54697bd,venus
1d12e5e,driverless
24adfc3,electoral
4677e9c,venus
9885293,car_usage
e4cd5f0,seagoing
e5c3b9b,car_usage
9301dc5,driverless
9606866,driverless
9df4209,car_usage
a3fb7e1,facial_emotion
1a8f6e7,venus
75ef893,car_usage
4779250,facial_emotion
144515c,facial_emotion
3b42d54,electoral
f47a3af,other
c09d765,electoral
84195f6,facial_emotion
9b15bd0,driverless
dac3832,driverless
4728682,seagoing
36da545,venus
6d87001,driverless
5a5cd94,facial_emotion
19db546,facial_emotion
6cafb50,seagoing
cbbc4a8,driverless
9793146,car_usage
a0520ae,driverless
37deeb5,mars_face
bb8453c,driverless
9f79642,other
a58d8b9,driverless
4dc320a,venus
190716b,facial_emotion
30516cb,mars_face
ea7d445,mars_face
9cc5892,venus
8aa59a6,electoral
1ff00d8,car_usage
d6def17,other
2a4ca7b,mars_face
e4131fa,electoral
5912bde,seagoing
230f9dc,venus
2a785b1,venus
8eb8fa9,seagoing
6a3ad47,driverless
00e5687,venus
a90f403,driverless
7354440,driverless
c966d0a,venus
a2de144,facial_emotion
d7a5814,car_usage
43e2c1f,driverless
d0b5ffb,facial_emotion
48b152e,electoral
a67771e,driverless
b44db48,driverless
c3c6f38,venus
5ff1058,venus
2def8af,mars_face
2eb32bb,car_usage
fbe8b9e,venus
c2a99a4,facial_emotion
cb4bb86,venus
c0679f5,venus
d292135,electoral
81f7222,seagoing
c1ab5cb,facial_emotion
7a8028c,venus
aacf8d1,driverless
76324c1,facial_emotion
a7e49c9,venus
471bc23,seagoing
35e09c5,other
5987254,mars_face
518c141,seagoing
7bbc704,electoral
84c9a84,mars_face
2b237a3,driverless
dd5a7fc,mars_face
9402ac5,mars_face
2556150,driverless
f1ce560,electoral
a5c16f9,seagoing
4667092,driverless
bc09367,car_usage
11eda40,electoral
871c045,car_usage
da4b065,driverless
c2e8d1a,driverless
3bd062d,venus
8fa257f,venus
8e63734,seagoing
48679e4,venus
c660bab,electoral
854f4a6,car_usage
5c94970,driverless
55759f8,facial_emotion
e9d29ff,electoral
27382f8,facial_emotion
529dccc,venus
d73f3f4,venus
32e5340,car_usage
e90de0d,electoral
1d9389b,car_usage
58969ec,mars_face
8c1e2db,facial_emotion
d9929eb,mars_face
a423c92,facial_emotion
44497d4,venus
70542b0,other
87cf25a,driverless
0f89327,driverless
a041c53,seagoing
7694be2,electoral
7fa6c4e,seagoing
53a31e8,mars_face
107348c,seagoing
